ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
3,23,22,1,CAP+50,ac3e6c835a9bdb45080b,,0,0,,,22 pts,690713,,,,
4,16,-1,,187,bb1cf2a5a6fbdf96540c,,0,0,,,,690713,,,,
5,29,4,1,CAP+51,392b5713e3ae26361319,,0,0,,,4 pts,690713,,,,
6,26,13,1,7:21,705d1aca4f398848a0bd,,0,0,,,13 pts,690713,,,,
1,30,0,,WD,8b04a5a2cec1a2aa9476,,0,0,,,,1595043,,,,
2,30,0,,WD,48f9676760ddecee5403,,0,0,,,,1595043,,,,
3,30,0,,WD,69311f8daa675201bd05,,0,0,,,,1595043,,,,
4,30,-1,,WD,afc9bfe4dc900f403066,,0,0,,,,1595043,,,,
5,30,0,,WD,1bac9f031f75304b6faf,,0,0,,,,1595043,,,,
6,30,0,,WD,b5988e812e92583be5d7,,0,0,,,,1595043,,,,
1,1,100,1,06:57.0,0af3b00e3aca75485812,,0,0,,,100 pts,975774,,,,
2,1,100,1,330,11df0092d0f0d4d8e4b5,,0,0,,,100 pts,975774,,,,
3,2,96,1,02:47.000,eb5c64fadf0d07685521,,0,0,,,96 pts,975774,,,,
4,4,88,1,06:21.0,88ebbb59fb298e5dd83c,,0,0,,,88 pts,975774,,,,
5,1,100,1,12:56.0,82d7bbbaed5152a7f833,,0,0,,,100 pts,975774,,,,
6,1,100,1,03:56.0,15e34c953c12df56f847,,0,0,,,100 pts,975774,,,,
1,2,96,1,07:03.0,0c4eaadbc93ff5b6a499,,0,0,,,96 pts,458446,,,,
2,1,100,1,330,92350ddfc331ab3a41d9,,0,0,,,100 pts,458446,,,,
3,5,84,1,02:55.000,7960f1bf579b15d91f1d,,0,0,,,84 pts,458446,,,,
4,3,92,1,05:32.0,1af40e906325cf52f5b0,,0,0,,,92 pts,458446,,,,
5,3,92,1,13:54.0,fbf9f8e3df5ae3b4b52b,,0,0,,,92 pts,458446,,,,
6,4,88,1,04:38.0,1b6062207f471cc74ec0,,0,0,,,88 pts,458446,,,,
1,5,84,1,07:50.0,1471bde24ffd4b106d9a,,0,0,,,84 pts,672425,,,,
2,5,84,1,325,a9961c523a382f027dd1,,0,0,,,84 pts,672425,,,,
3,1,100,1,02:36.000,6a1d6f371a9e24124219,,0,0,,,100 pts,672425,,,,
4,1,100,1,05:08.0,4c0cb18a7cdb85bd7359,,0,0,,,100 pts,672425,,,,
5,7,76,1,14:33.0,ffd2c79801b8cdcfd229,,0,0,,,76 pts,672425,,,,
6,3,92,1,04:27.0,d677c5626776cec0acec,,0,0,,,92 pts,672425,,,,
1,4,88,1,07:38.0,cd0e28cc67dc7a21a38d,,0,0,,,88 pts,831559,,,,
2,8,72,1,305,1af47b52ec0cf37cbd96,,0,0,,,72 pts,831559,,,,
3,6,80,1,02:58.000,4117a059b11a584d09bc,,0,0,,,80 pts,831559,,,,
4,5,84,1,06:52.0,50a14fdd04d963da7e79,,0,0,,,84 pts,831559,,,,
5,6,80,1,14:29.0,06013bb29cf33e124638,,0,0,,,80 pts,831559,,,,
6,16,43,1,08:29.0,53942141aac93085c6ef,,0,0,,,43 pts,831559,,,,
1,6,80,1,08:01.0,081a2ea8f47791acfcee,,0,0,,,80 pts,23655,,,,
2,19,34,1,275,c029401cc95aff0a2ba6,,0,0,,,34 pts,23655,,,,
3,3,92,1,02:52.000,d61e64de99879ff5516f,,0,0,,,92 pts,23655,,,,
4,16,43,1,CAP +234,b346f2d321cf7c83c10d,,0,0,,,43 pts,23655,,,,
5,7,76,1,14:33.0,a0828e0e3941f3ed68bc,,0,0,,,76 pts,23655,,,,
6,2,96,1,04:16.0,fdc6d02166c18700dc99,,0,0,,,96 pts,23655,,,,
1,15,46,1,09:16.0,e3cb0006cf247d5a6a06,,0,0,,,46 pts,1762608,,,,
2,1,100,1,330,5e5249c8bb96b5f86629,,0,0,,,100 pts,1762608,,,,
3,9,68,1,03:16.000,e54803923af8e8dd8337,,0,0,,,68 pts,1762608,,,,
4,2,96,1,05:30.0,57e2a684efbf08af03c5,,0,0,,,96 pts,1762608,,,,
5,13,52,1,16:04.0,98fae17b66a1dc6c218f,,0,0,,,52 pts,1762608,,,,
6,12,56,1,06:47.0,cf031de5147cc44aef0b,,0,0,,,56 pts,1762608,,,,
1,10,64,1,08:50.0,521592640d2dad4dacfc,,0,0,,,64 pts,943155,,,,
2,8,72,1,305,b99fd38bb6a34d7f09c6,,0,0,,,72 pts,943155,,,,
3,13,52,1,03:24.000,d293648da6fa95956ed3,,0,0,,,52 pts,943155,,,,
4,16,43,1,CAP +234,824db62a80616912f566,,0,0,,,43 pts,943155,,,,
5,10,64,1,15:27.0,a7a24026f2242bf76619,,0,0,,,64 pts,943155,,,,
6,7,76,1,05:53.0,1064f75ae39e030817ae,,0,0,,,76 pts,943155,,,,
1,11,60,1,09:01.0,7eb3f3caa1e39be9776d,,0,0,,,60 pts,433886,,,,
2,13,52,1,300,8202fbd4e6cf13122992,,0,0,,,52 pts,433886,,,,
3,19,34,1,03:49.000,49d112c68bcd7a6d294e,,0,0,,,34 pts,433886,,,,
4,7,76,1,06:55.0,0029751ed6bdf070e6c4,,0,0,,,76 pts,433886,,,,
5,5,84,1,14:19.0,d33c844cc91587ef2441,,0,0,,,84 pts,433886,,,,
6,11,60,1,06:19.0,2500e5b282818d0a5d95,,0,0,,,60 pts,433886,,,,
1,3,92,1,07:30.0,1b3859dd010889a7d93f,,0,0,,,92 pts,1325298,,,,
2,8,72,1,305,4bccd14a6cadb6a258ac,,0,0,,,72 pts,1325298,,,,
3,11,60,1,03:21.000,957e9becdd76d75c1e20,,0,0,,,60 pts,1325298,,,,
4,15,46,1,11:40.0,ca7230f09c65f5bfcf65,,0,0,,,46 pts,1325298,,,,
5,2,96,1,13:20.0,fa8c26130c498dfcc5e8,,0,0,,,96 pts,1325298,,,,
6,,0,,0,b041655bfe4a56c4c87d,,0,0,,,,1325298,,,,
1,8,72,1,08:26.0,b05177e1888b5a6d03d4,,0,0,,,72 pts,1013732,,,,
2,6,80,1,320,619ba95ef863ae7afcdd,,0,0,,,80 pts,1013732,,,,
3,24,19,1,06:34.000,f52e0c487753986757e6,,0,0,,,19 pts,1013732,,,,
4,10,64,1,09:28.0,40b37c9470a7aa292663,,0,0,,,64 pts,1013732,,,,
5,16,43,1,16:45.0,27857ba731459b2c2489,,0,0,,,43 pts,1013732,,,,
6,5,84,1,05:00.0,537a55973b32ef5d9230,,0,0,,,84 pts,1013732,,,,
1,17,40,1,09:56.0,b21d27e27edcb8386768,,0,0,,,40 pts,914153,,,,
2,8,72,1,305,a4592b44ef5e06c48a21,,0,0,,,72 pts,914153,,,,
3,10,64,1,03:19.000,757fda6665ce9d9b3c1d,,0,0,,,64 pts,914153,,,,
4,9,68,1,08:47.0,1358a71245523131f820,,0,0,,,68 pts,914153,,,,
5,17,40,1,16:56.0,697b9f59d2f9f2c8b974,,0,0,,,40 pts,914153,,,,
6,9,68,1,06:00.0,4f1692f8c03714f66741,,0,0,,,68 pts,914153,,,,
1,13,52,1,09:05.0,e531e8abd0d6d5aa60d0,,0,0,,,52 pts,640783,,,,
2,8,72,1,305,13e39a83f0ee5b499470,,0,0,,,72 pts,640783,,,,
3,16,43,1,03:39.000,5099a1eaa53463f9ca42,,0,0,,,43 pts,640783,,,,
4,12,56,1,09:37.0,a81ec78cd04370beb239,,0,0,,,56 pts,640783,,,,
5,15,46,1,16:42.0,9b074083391400fd08b4,,0,0,,,46 pts,640783,,,,
6,6,80,1,05:39.0,ba7cef53af03905593d0,,0,0,,,80 pts,640783,,,,
1,9,68,1,08:36.0,77916a828cceeb886e7c,,0,0,,,68 pts,2012501,,,,
2,13,52,1,300,c792c9373045330695cc,,0,0,,,52 pts,2012501,,,,
3,4,88,1,02:53.000,667171031cf92bfdf8c7,,0,0,,,88 pts,2012501,,,,
4,14,49,1,09:52.0,201c19553b0474760fb0,,0,0,,,49 pts,2012501,,,,
5,21,28,1,17:14.0,dc9702b31dd78a825ac8,,0,0,,,28 pts,2012501,,,,
6,13,52,1,06:52.0,84c8f35aa08ff69b4dbd,,0,0,,,52 pts,2012501,,,,
1,7,76,1,08:12.0,8ad2e830ec7d2e808f62,,0,0,,,76 pts,855088,,,,
2,17,40,1,290,16d935e322310f9c4eb3,,0,0,,,40 pts,855088,,,,
3,7,76,1,03:02.000,badb8ccbd72c473e4e73,,0,0,,,76 pts,855088,,,,
4,11,60,1,09:36.0,6a7cadf80453cc8d3872,,0,0,,,60 pts,855088,,,,
5,14,49,1,16:12.0,1ffe7d5e1a541309bb36,,0,0,,,49 pts,855088,,,,
6,19,34,1,CAP +73,b8dec1740e8c387b1b73,,0,0,,,34 pts,855088,,,,
1,12,56,1,09:03.0,8fa8a437ba70381f2656,,0,0,,,56 pts,1379783,,,,
2,7,76,1,310,ba2036bd1ebdbd4b81fa,,0,0,,,76 pts,1379783,,,,
3,12,56,1,03:22.000,e76982480b733be7b361,,0,0,,,56 pts,1379783,,,,
4,8,72,1,08:14.0,6b9b85517e387ddc02ea,,0,0,,,72 pts,1379783,,,,
5,22,25,1,17:24.0,af8b0dd6ee25317377c4,,0,0,,,25 pts,1379783,,,,
6,15,46,1,07:47.0,94c7c91fa92a03cf8b0d,,0,0,,,46 pts,1379783,,,,
1,22,25,1,10:46.0,c926dba8e7e4ffb12f38,,0,0,,,25 pts,461950,,,,
2,1,100,1,330,3369d9cbf2e503a6b4f7,,0,0,,,100 pts,461950,,,,
3,15,46,1,03:38.000,a053f2ee6b56cdd58a0c,,0,0,,,46 pts,461950,,,,
4,6,80,1,06:53.0,40e5840ed73a3ef52020,,0,0,,,80 pts,461950,,,,
5,20,31,1,17:07.0,9d4a56e9514d0b1caf2a,,0,0,,,31 pts,461950,,,,
6,22,25,1,CAP +58,99893b0e7d51caecf591,,0,0,,,25 pts,461950,,,,
1,16,43,1,09:50.0,505881aa528974b13b66,,0,0,,,43 pts,712556,,,,
2,24,19,1,255,5678b3db98f478216ce9,,0,0,,,19 pts,712556,,,,
3,20,31,1,04:40.000,0993d47618a24fe09362,,0,0,,,31 pts,712556,,,,
4,16,43,1,CAP +234,562b65e3da3c5442530e,,0,0,,,43 pts,712556,,,,
5,4,88,1,14:17.0,4bf686d59792da700033,,0,0,,,88 pts,712556,,,,
6,8,72,1,05:59.0,8aebd25a5da06329bab7,,0,0,,,72 pts,712556,,,,
1,13,52,1,09:05.0,7659c3304ddc81d98f86,,0,0,,,52 pts,910847,,,,
2,22,25,1,265,33bd082f193f4704a809,,0,0,,,25 pts,910847,,,,
3,8,72,1,03:12.000,50386fbd465200f54a74,,0,0,,,72 pts,910847,,,,
4,16,43,1,CAP +234,769712ab4efdc2950ce0,,0,0,,,43 pts,910847,,,,
5,18,37,1,16:57.0,dd88fcfe01fa70cac5c1,,0,0,,,37 pts,910847,,,,
6,10,64,1,06:06.0,e5e8a1410cdff901d046,,0,0,,,64 pts,910847,,,,
1,18,37,1,10:04.0,3fec85dd8594dc2bfc41,,0,0,,,37 pts,1278572,,,,
2,15,46,1,295,bff99e351c94a02eabdd,,0,0,,,46 pts,1278572,,,,
3,14,49,1,03:34.000,ec4684b53ce22738e22c,,0,0,,,49 pts,1278572,,,,
4,13,52,1,09:40.0,4098849201516a2d5f49,,0,0,,,52 pts,1278572,,,,
5,9,68,1,15:14.0,1e270682e1dc9f1b64e5,,0,0,,,68 pts,1278572,,,,
6,17,40,1,08:53.0,71e4515dd52ccddad690,,0,0,,,40 pts,1278572,,,,
1,21,28,1,10:45.0,68abbe372bce602039e0,,0,0,,,28 pts,661648,,,,
2,22,25,1,265,5f80db7b3f815312a2a5,,0,0,,,25 pts,661648,,,,
3,17,40,1,03:41.000,8704a4760daba196cb95,,0,0,,,40 pts,661648,,,,
4,23,22,1,CAP +232,c719f818c0560ed59061,,0,0,,,22 pts,661648,,,,
5,12,56,1,15:35.0,5245a0719af72ed03cd1,,0,0,,,56 pts,661648,,,,
6,14,49,1,07:25.0,76b620818760cce53c5a,,0,0,,,49 pts,661648,,,,
1,23,22,1,11:09.0,efcce29cb2eeb1499efa,,0,0,,,22 pts,1860799,,,,
2,20,31,1,270,712fa49b1e62e83d2360,,0,0,,,31 pts,1860799,,,,
3,21,28,1,05:04.000,8f900fc5ed7f56ab0a7c,,0,0,,,28 pts,1860799,,,,
4,16,43,1,CAP +234,269545c435cb5d52b882,,0,0,,,43 pts,1860799,,,,
5,11,60,1,15:31.0,63c43390ba7f2d2baa87,,0,0,,,60 pts,1860799,,,,
6,22,25,1,CAP +58,3d1615e6c8a54fd92db3,,0,0,,,25 pts,1860799,,,,
1,20,31,1,10:29.0,7e91ab9ffc0858be23b6,,0,0,,,31 pts,957139,,,,
2,18,37,1,285,872d6f683a1dab637fca,,0,0,,,37 pts,957139,,,,
3,23,22,1,05:15.000,a94ccd607d9715dbd894,,0,0,,,22 pts,957139,,,,
4,16,43,1,CAP +234,b428fd57efb406fae552,,0,0,,,43 pts,957139,,,,
5,19,34,1,17:03.0,caa9b33509981243c014,,0,0,,,34 pts,957139,,,,
6,20,31,1,CAP +64,a3fc2b7bb1358d605019,,0,0,,,31 pts,957139,,,,
1,19,34,1,10:06.0,aa05251c1724d3dd2cc8,,0,0,,,34 pts,1617353,,,,
2,20,31,1,270,dcd85cf0a384124d9cc2,,0,0,,,31 pts,1617353,,,,
3,22,25,1,05:10.000,c8e045f0c5eab81c9697,,0,0,,,25 pts,1617353,,,,
4,16,43,1,CAP +234,9261324de1840f8f8112,,0,0,,,43 pts,1617353,,,,
5,23,22,1,19:03.0,951d646e24c82d0439de,,0,0,,,22 pts,1617353,,,,
6,21,28,1,CAP +59,df9bd479611ca4a07402,,0,0,,,28 pts,1617353,,,,
1,24,19,1,11:44.0,ed33943dc5be83c9d865,,0,0,,,19 pts,1721525,,,,
2,15,46,1,295,2b2de93bd731b514ae6a,,0,0,,,46 pts,1721525,,,,
3,18,37,1,03:47.000,eb3c7cbdb381cba0c08d,,0,0,,,37 pts,1721525,,,,
4,23,22,1,CAP +232,bc46e591bce5e8658ab2,,0,0,,,22 pts,1721525,,,,
5,24,19,1,CAP +201,04122501508a691d49a4,,0,0,,,19 pts,1721525,,,,
6,18,37,1,CAP +110,7e87c3952095c7300d0a,,0,0,,,37 pts,1721525,,,,
1,24,0,,0,dcb582abf334c93f6f42,,0,0,,,,474979,,,,
2,25,0,,0,3eda8865d695d35a8247,,0,0,,,,474979,,,,
3,25,0,,0,91c8d74a661a470c3ecc,,0,0,,,,474979,,,,
4,25,0,,0,9d8b4f06efd86d4aeafa,,0,0,,,,474979,,,,
5,,0,,0,ced6e30bce4fe7f48deb,,0,0,,,,474979,,,,
6,,0,,0,2be6304722470ef8a5e8,,0,0,,,,474979,,,,
1,24,0,,0,ae81ce6de43f814cb13b,,0,0,,,,137056,,,,
2,25,0,,0,cc12995c72e6a190a2ec,,0,0,,,,137056,,,,
3,25,0,,0,df657165aeabe6fbbb6c,,0,0,,,,137056,,,,
4,25,0,,0,e97b42587573ba4c472f,,0,0,,,,137056,,,,
5,,0,,0,8dec430ffb370ebcc869,,0,0,,,,137056,,,,
6,,0,,0,4c6e1866e8bebe015e6a,,0,0,,,,137056,,,,
1,1,100,1,09:05.0,a2161f54622c012557fe,,0,0,,,100 pts,1346810,,,,
2,1,100,1,215,c82ad8f153cc93ab988d,,0,0,,,100 pts,1346810,,,,
3,1,100,1,04:00.000,4dead997d4ee7ed291b1,,0,0,,,100 pts,1346810,,,,
4,1,100,1,05:45.0,48cf7e9788c40810d1e5,,0,0,,,100 pts,1346810,,,,
5,3,92,1,15:22.0,a79a9d7cc1745bff4617,,0,0,,,92 pts,1346810,,,,
6,2,96,1,05:28.0,2a8cdb06a3f1e756afb1,,0,0,,,96 pts,1346810,,,,
1,3,92,1,09:46.0,5a09ae935e737889a125,,0,0,,,92 pts,1544576,,,,
2,5,84,1,195,a83ffcaf07285192ec9d,,0,0,,,84 pts,1544576,,,,
3,4,88,1,04:34.000,19f1fe03ffd1480fcf31,,0,0,,,88 pts,1544576,,,,
4,2,96,1,05:52.0,9f1b5f10b593a7990eeb,,0,0,,,96 pts,1544576,,,,
5,1,100,1,14:35.0,dd395b23b31d6dc059ca,,0,0,,,100 pts,1544576,,,,
6,1,100,1,04:43.0,84c2dc229d307d1f6119,,0,0,,,100 pts,1544576,,,,
1,7,76,1,10:54.0,6d0c659bcd61cdee326e,,0,0,,,76 pts,280125,,,,
2,5,84,1,195,a9a918af2a74c0df76fb,,0,0,,,84 pts,280125,,,,
3,8,72,1,06:09.000,aecdc4f71f8c3a02d926,,0,0,,,72 pts,280125,,,,
4,4,88,1,07:29.0,721ccbc665416d5a5446,,0,0,,,88 pts,280125,,,,
5,2,96,1,14:50.0,f41b2883717247079524,,0,0,,,96 pts,280125,,,,
6,3,92,1,05:50.0,7699b60704da4d36e998,,0,0,,,92 pts,280125,,,,
1,6,80,1,10:48.0,0fda111023a99ef842c9,,0,0,,,80 pts,419506,,,,
2,4,88,1,200,a6fb2514e616a8a38c88,,0,0,,,88 pts,419506,,,,
3,7,76,1,05:57.000,500167066b0ac2e32d68,,0,0,,,76 pts,419506,,,,
4,7,76,1,08:13.0,4a22bfac3086130add82,,0,0,,,76 pts,419506,,,,
5,9,68,1,18:41.0,3131d98b693155260514,,0,0,,,68 pts,419506,,,,
6,6,80,1,07:02.0,301ae8ea83f31106f907,,0,0,,,80 pts,419506,,,,
1,9,68,1,11:19.0,c60987f7c423bbc82c2f,,0,0,,,68 pts,144083,,,,
2,10,64,1,185,ffe5aef96c8355a7c78e,,0,0,,,64 pts,144083,,,,
3,4,88,1,04:34.000,85fdea072b2671b0ef5f,,0,0,,,88 pts,144083,,,,
4,6,80,1,07:55.0,c67809dd357c6c306a30,,0,0,,,80 pts,144083,,,,
5,6,80,1,17:58.0,f0a005432c245bbb5d40,,0,0,,,80 pts,144083,,,,
6,5,84,1,06:21.0,e5a2d48f1df7656f4de6,,0,0,,,84 pts,144083,,,,
1,2,96,1,09:33.0,57e4c1b0b053d16554f5,,0,0,,,96 pts,953791,,,,
2,10,64,1,185,f553cc1d907645bbbb1d,,0,0,,,64 pts,953791,,,,
3,2,96,1,04:07.000,42f4e2592ba1986d4931,,0,0,,,96 pts,953791,,,,
4,8,72,1,09:06.0,c80b44c0d9c8d065f0ee,,0,0,,,72 pts,953791,,,,
5,4,88,1,16:31.0,fb4e2b0d9a9ca1595e0b,,0,0,,,88 pts,953791,,,,
6,18,37,1,CAP +60,89fedc03dd23a4fb97e0,,0,0,,,37 pts,953791,,,,
1,5,84,1,10:19.0,94b32e4868c7724aa958,,0,0,,,84 pts,267049,,,,
2,9,68,1,190,864cd1ebbb5027e83d5d,,0,0,,,68 pts,267049,,,,
3,14,49,1,10:22.000,a04880f586f406a54d22,,0,0,,,49 pts,267049,,,,
4,3,92,1,06:07.0,d5c40dfd761ffcce402b,,0,0,,,92 pts,267049,,,,
5,10,64,1,19:19.0,d1b7c0a58de8dea20eb0,,0,0,,,64 pts,267049,,,,
6,7,76,1,07:18.0,8dde9fa73721d6f12d4e,,0,0,,,76 pts,267049,,,,
1,4,88,1,10:08.0,a2e3e965c48bb4939515,,0,0,,,88 pts,1791906,,,,
2,5,84,1,195,80ee0fa7d0787533e58f,,0,0,,,84 pts,1791906,,,,
3,3,92,1,04:28.000,84b5a17a06ca6d2e4e61,,0,0,,,92 pts,1791906,,,,
4,13,52,1,CAP +232,0b697f967e0aebcc5354,,0,0,,,52 pts,1791906,,,,
5,12,56,1,CAP +229,7481a4dd093d68f071d7,,0,0,,,56 pts,1791906,,,,
6,11,60,1,08:36.0,94033d23cf834693e88f,,0,0,,,60 pts,1791906,,,,
1,11,60,1,CAP +95,c956f266c5f7c1fbf60a,,0,0,,,60 pts,1698249,,,,
2,10,64,1,185,5d7b317fc3135e896b83,,0,0,,,64 pts,1698249,,,,
3,18,37,1,CAP +25,750eb3e21e5e2d4e37e9,,0,0,,,37 pts,1698249,,,,
4,5,84,1,07:50.0,8146df134d5f2f8812fc,,0,0,,,84 pts,1698249,,,,
5,8,72,1,18:01.0,ae0a0412112dafeb25a6,,0,0,,,72 pts,1698249,,,,
6,17,40,1,CAP +62,c45e3594de3a26b32f5c,,0,0,,,40 pts,1698249,,,,
1,11,60,1,CAP +95,e078c38158ee6874e384,,0,0,,,60 pts,1127236,,,,
2,18,37,1,165,ed4025746492af7ac791,,0,0,,,37 pts,1127236,,,,
3,6,80,1,05:33.000,d82e58dca495c4069848,,0,0,,,80 pts,1127236,,,,
4,13,52,1,CAP +232,6285baa4e2c937b05ebb,,0,0,,,52 pts,1127236,,,,
5,7,76,1,18:00.0,5329f156b0f52d3133f9,,0,0,,,76 pts,1127236,,,,
6,13,52,1,08:58.0,d33ab0401a78c1a64e44,,0,0,,,52 pts,1127236,,,,
1,8,72,1,11:05.0,5e4e06fc98734f8ce164,,0,0,,,72 pts,1960039,,,,
2,15,46,1,175,465b758ffd168a7a559a,,0,0,,,46 pts,1960039,,,,
3,12,56,1,08:51.000,2f0984cc79e6429eda38,,0,0,,,56 pts,1960039,,,,
4,13,52,1,CAP +232,e41143636949ef20af2e,,0,0,,,52 pts,1960039,,,,
5,11,60,1,19:42.0,36fc3ddc33dd7ac9494f,,0,0,,,60 pts,1960039,,,,
6,12,56,1,08:45.0,2a7596e4cec39a62f0f2,,0,0,,,56 pts,1960039,,,,
1,13,52,1,CAP +91,c148078a946611d42743,,0,0,,,52 pts,1754794,,,,
2,2,96,1,210,4262948a3f697df3d291,,0,0,,,96 pts,1754794,,,,
3,15,46,1,CAP +28,0b6c5b38d8b0ddd6635f,,0,0,,,46 pts,1754794,,,,
4,18,37,1,CAP +231,24477d8321b9b27eaacb,,0,0,,,37 pts,1754794,,,,
5,19,34,1,CAP +193,7f674dd86dcd8c49288e,,0,0,,,34 pts,1754794,,,,
6,8,72,1,07:37.0,898461f9ac99821c72dd,,0,0,,,72 pts,1754794,,,,
1,16,43,1,CAP +89,42042e2c62d297ab540b,,0,0,,,43 pts,1611939,,,,
2,15,46,1,175,49e876e356cb8fe6a473,,0,0,,,46 pts,1611939,,,,
3,9,68,1,06:14.000,ef3bf39751b5c4907c34,,0,0,,,68 pts,1611939,,,,
4,10,64,1,11:21.0,ad8f5242ee5f7ebfe20b,,0,0,,,64 pts,1611939,,,,
5,13,52,1,CAP +228,09d3498d6347701ed41d,,0,0,,,52 pts,1611939,,,,
6,10,64,1,08:22.0,b58a71dc0c0fd1d44376,,0,0,,,64 pts,1611939,,,,
1,19,34,1,CAP +87,69b2da1438ad13fcceda,,0,0,,,34 pts,1014699,,,,
2,10,64,1,185,dcccf2bbe274dcbf0f4b,,0,0,,,64 pts,1014699,,,,
3,21,28,1,CAP +19,384c22a9d8a316b54d96,,0,0,,,28 pts,1014699,,,,
4,9,68,1,11:05.0,74963f0d2f01d6850be4,,0,0,,,68 pts,1014699,,,,
5,15,46,1,CAP +221,7d2a0a12cd76c2ae4b58,,0,0,,,46 pts,1014699,,,,
6,4,88,1,06:18.0,53510ad4a62aef601237,,0,0,,,88 pts,1014699,,,,
1,16,43,1,CAP +89,1dd2f36c7724b77641a1,,0,0,,,43 pts,327295,,,,
2,18,37,1,165,7608fe4f0f2e2450771f,,0,0,,,37 pts,327295,,,,
3,18,37,1,CAP +25,2a564b3ee90bc1cc4435,,0,0,,,37 pts,327295,,,,
4,13,52,1,CAP +232,5e6d52af9d817266d9ed,,0,0,,,52 pts,327295,,,,
5,5,84,1,17:26.0,c3b719a8f375c8ad7ac9,,0,0,,,84 pts,327295,,,,
6,15,46,1,CAP +75,71a642b7115af78916c7,,0,0,,,46 pts,327295,,,,
1,24,19,1,CAP +58,691bf534c7b6350c0202,,0,0,,,19 pts,801821,,,,
2,3,92,1,205,4dfd65cac946a3dfd59b,,0,0,,,92 pts,801821,,,,
3,22,25,1,CAP +16,39183495a7d6ce9b1d5b,,0,0,,,25 pts,801821,,,,
4,11,60,1,CAP +234,845cf15135f1c930a7e2,,0,0,,,60 pts,801821,,,,
5,20,31,1,CAP +192,887ed4d017a45bdd4c00,,0,0,,,31 pts,801821,,,,
6,9,68,1,08:11.0,a079cfecb83e4ef4b4f1,,0,0,,,68 pts,801821,,,,
1,22,25,1,CAP +72,ebfe3197cb5d5f1f81d2,,0,0,,,25 pts,586509,,,,
2,5,84,1,195,419425ee2fe849facf7e,,0,0,,,84 pts,586509,,,,
3,15,46,1,CAP +28,fb436d3171f406cf89a8,,0,0,,,46 pts,586509,,,,
4,11,60,1,CAP +234,8c43d20d8280535467e1,,0,0,,,60 pts,586509,,,,
5,16,43,1,CAP +194,80103493aed240cbd01a,,0,0,,,43 pts,586509,,,,
6,19,34,1,CAP +58,0f6cd5864c78d851d0e5,,0,0,,,34 pts,586509,,,,
1,64,10,1,CAP +96,2284df0592e8ac2502d0,,0,0,,,10 pts,1521674,,,,
2,22,25,1,160,a17035ad264dc8cfd9fb,,0,0,,,25 pts,1521674,,,,
3,10,64,1,07:52.000,3af6a849687997103f0b,,0,0,,,64 pts,1521674,,,,
4,18,37,1,CAP +231,e1dc3d12bf047279b0d8,,0,0,,,37 pts,1521674,,,,
5,14,49,1,CAP +224,fd4d20e894ac9fbadae2,,0,0,,,49 pts,1521674,,,,
6,16,43,1,CAP +73,b167ee95b9b757dace48,,0,0,,,43 pts,1521674,,,,
1,15,46,1,CAP +90,c4db7a0545dba90dd48d,,0,0,,,46 pts,325346,,,,
2,17,40,1,170,5fb004bb0b422b3fbb06,,0,0,,,40 pts,325346,,,,
3,15,46,1,CAP +28,912e07068f165860afc3,,0,0,,,46 pts,325346,,,,
4,13,52,1,CAP +232,a0c6fd8b492e806b8cf9,,0,0,,,52 pts,325346,,,,
5,23,22,1,CAP +168,b6a0d0400a2fcf2c46f3,,0,0,,,22 pts,325346,,,,
6,14,49,1,CAP +92,778a837a2398e53cfa09,,0,0,,,49 pts,325346,,,,
1,18,37,1,CAP +88,3fd32fd3d6589e3b45fe,,0,0,,,37 pts,1218197,,,,
2,22,25,1,160,ac81c671e857cc694379,,0,0,,,25 pts,1218197,,,,
3,13,52,1,09:14.000,28ae3291ca3136086c2f,,0,0,,,52 pts,1218197,,,,
4,20,31,1,CAP +229,a9dc5f228f15bbee3af9,,0,0,,,31 pts,1218197,,,,
5,16,43,1,CAP +194,658ae122b485e80ef70d,,0,0,,,43 pts,1218197,,,,
6,20,31,1,CAP +57,b842b6409bd59d1f3745,,0,0,,,31 pts,1218197,,,,
1,20,31,1,CAP +83,4281a3e284c9f267d72b,,0,0,,,31 pts,297753,,,,
2,18,37,1,165,b0458c5a63f6ae93abd4,,0,0,,,37 pts,297753,,,,
3,20,31,1,CAP +24,6af9e2c53c9932a80a47,,0,0,,,31 pts,297753,,,,
4,20,31,1,CAP +229,6ff6ad8b31147dccfaee,,0,0,,,31 pts,297753,,,,
5,16,43,1,CAP +194,f421aaf3794c4aa425ba,,0,0,,,43 pts,297753,,,,
6,20,31,1,CAP +57,30f370c8b181923ffe18,,0,0,,,31 pts,297753,,,,
1,13,52,1,CAP +91,305d0cd20842d718e94b,,0,0,,,52 pts,444527,,,,
2,24,19,1,155,5e34e990f5b6c33459c1,,0,0,,,19 pts,444527,,,,
3,11,60,1,08:43.000,4e06d789e403b2fa2b4d,,0,0,,,60 pts,444527,,,,
4,23,22,1,CAP +217,b76982eabf88dfbab788,,0,0,,,22 pts,444527,,,,
5,22,25,1,CAP +179,d6c69209a7668f8f2597,,0,0,,,25 pts,444527,,,,
6,23,22,1,CAP +55,ad785309d1f87030df77,,0,0,,,22 pts,444527,,,,
