ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
6,24,19,1,3:39,06987f3620837afd740d,,0,0,,,19 pts,2012971,,,,
1,13,52,1,9:57,0849926d845dfa8d11ef,,0,0,,,52 pts,452187,,,,
2,18,37,1,36:23,cf069445a132e3380389,,0,0,,,37 pts,452187,,,,
3,9,68,1,205,2674dcee6c960cb2c234,,0,0,,,68 pts,452187,,,,
4,17,40,1,8:45,cfdb40f8856b346e08ea,,0,0,,,40 pts,452187,,,,
5,10,64,1,7:46,97647e95697ffd9d525b,,0,0,,,64 pts,452187,,,,
6,2,80,1,0:06,a016296757bac037212c,,0,0,,,80 pts,452187,,,,
1,14,49,1,9:58,412974d5b735d268be2c,,0,0,,,49 pts,1212088,,,,
2,21,28,1,37:02,aa4f8f9b856e5171a096,,0,0,,,28 pts,1212088,,,,
3,27,10,1,187,9ca2cbf4b1833996adae,,0,0,,,10 pts,1212088,,,,
4,2,96,1,4:29,b455deddcb01828e6538,,0,0,,,96 pts,1212088,,,,
5,17,40,1,9:55,3bbcc459d0c9f9841fd9,,0,0,,,40 pts,1212088,,,,
6,5,88,1,0:04,dd104fc930197d037627,,0,0,,,88 pts,1212088,,,,
1,20,31,1,11:04,a1cd2036c7b2485bf741,,0,0,,,31 pts,1039808,,,,
2,9,68,1,33:36,57fddbf00e60585251fd,,0,0,,,68 pts,1039808,,,,
3,23,22,1,191,7672cde8c46e42d9d340,,0,0,,,22 pts,1039808,,,,
4,4,88,1,4:55,aedfb2539c7a947196be,,0,0,,,88 pts,1039808,,,,
5,18,37,1,10:07,45174368969def658e72,,0,0,,,37 pts,1039808,,,,
6,11,60,1,2:52,a1e2d4362cda325615c7,,0,0,,,60 pts,1039808,,,,
1,18,37,1,10:24,499e176fa92d59a93f06,,0,0,,,37 pts,708499,,,,
2,20,31,1,36:36,3d4d9c0b3b8b509b6cd7,,0,0,,,31 pts,708499,,,,
3,3,92,1,220,4be81835d5a22acfce04,,0,0,,,92 pts,708499,,,,
4,15,46,1,8:24,7bf5edbb100a227e3150,,0,0,,,46 pts,708499,,,,
5,21,28,1,10:09,f0ff7ee2c885e66a24a9,,0,0,,,28 pts,708499,,,,
6,13,52,1,2:59,2deb281afe44fe1daf15,,0,0,,,52 pts,708499,,,,
1,7,76,1,9:24,c7872da8175d35ac02a0,,0,0,,,76 pts,277184,,,,
2,2,96,1,32:03,ec4f21f3ee68bc910951,,0,0,,,96 pts,277184,,,,
3,20,31,1,194,5cdb6c2857af1477a1d0,,0,0,,,31 pts,277184,,,,
4,16,43,1,8:26,b110bfdcea48a0eff634,,0,0,,,43 pts,277184,,,,
5,29,4,1,11:01,af3f7e6130d796988cdb,,0,0,,,4 pts,277184,,,,
6,22,25,1,3:36,ce4aaabb7bb90000f9de,,0,0,,,25 pts,277184,,,,
1,16,43,1,10:22,80ff9c5afbc9d670ce16,,0,0,,,43 pts,993710,,,,
2,26,13,1,40:03,fe8bebab0a8d03872847,,0,0,,,13 pts,993710,,,,
3,5,84,1,211,93353faf303d6f4f0e5e,,0,0,,,84 pts,993710,,,,
4,21,28,1,11:02,5abf67cea18287f5fdaf,,0,0,,,28 pts,993710,,,,
5,13,52,1,9:23,f59438417c9b1dc66ac5,,0,0,,,52 pts,993710,,,,
6,14,49,1,3:00,94998966e8334ecbf574,,0,0,,,49 pts,993710,,,,
1,12,56,1,9:39,283fcb7065528e1fc605,,0,0,,,56 pts,597463,,,,
2,28,7,1,40:04,cfad3cba785a667920d7,,0,0,,,7 pts,597463,,,,
3,13,52,1,198,5bef7a375e0023b6e78c,,0,0,,,52 pts,597463,,,,
4,20,31,1,9:32,9e1948d806815f2c16f1,,0,0,,,31 pts,597463,,,,
5,6,80,1,7:23,31e9c9b4b2477ac2587a,,0,0,,,80 pts,597463,,,,
6,16,43,1,3:07,16b4879594c310d690da,,0,0,,,43 pts,597463,,,,
1,5,84,1,9:13,a96840eddb5b03162929,,0,0,,,84 pts,1092200,,,,
2,28,7,1,40:04,e3a71e2513e18dfeb746,,0,0,,,7 pts,1092200,,,,
3,23,22,1,191,df3bca7c53b39fca356f,,0,0,,,22 pts,1092200,,,,
4,8,72,1,5:35,ca3d5e005b1da8d32f36,,0,0,,,72 pts,1092200,,,,
5,11,60,1,8:02,35b34c46e1dd3d0c3223,,0,0,,,60 pts,1092200,,,,
6,27,10,1,4:02,4259fe8d6c5f412626b2,,0,0,,,10 pts,1092200,,,,
1,26,13,1,11:54,3bebaeb55dcf2160e863,,0,0,,,13 pts,1849026,,,,
2,3,92,1,32:18,5a084ec1e53295a7a34a,,0,0,,,92 pts,1849026,,,,
3,20,31,1,194,0dc7439f63da08f4e594,,0,0,,,31 pts,1849026,,,,
4,12,56,1,7:53,dc4f0f8f6ce3f06f76b3,,0,0,,,56 pts,1849026,,,,
5,15,46,1,9:28,13eeed9513bbd67c8619,,0,0,,,46 pts,1849026,,,,
6,25,16,1,3:46,f76a85f83f20596acded,,0,0,,,16 pts,1849026,,,,
1,25,16,1,11:41,fc0275f42522a4cabf64,,0,0,,,16 pts,506770,,,,
2,24,19,1,40:01,959cb9d851fc059d9176,,0,0,,,19 pts,506770,,,,
3,13,52,1,198,fcf5375cd5f9fc146d1f,,0,0,,,52 pts,506770,,,,
4,21,28,1,11:02,67a94309218a6e362462,,0,0,,,28 pts,506770,,,,
5,7,76,1,7:30,f019229b26e2b310acff,,0,0,,,76 pts,506770,,,,
6,18,37,1,3:09,6e44f2295c8a3ee49cf6,,0,0,,,37 pts,506770,,,,
1,19,34,1,10:27,f1dcd1d2dab0cda6037e,,0,0,,,34 pts,1313021,,,,
2,6,80,1,32:41,a18f5a6776a181ac376d,,0,0,,,80 pts,1313021,,,,
3,13,52,1,198,fe7789c78509b1e9867d,,0,0,,,52 pts,1313021,,,,
4,27,10,1,11:06,70be8a9ead70c1a2e33e,,0,0,,,10 pts,1313021,,,,
5,18,37,1,10:07,4dde6324ca972ab516de,,0,0,,,37 pts,1313021,,,,
6,26,13,1,3:52,a9ba8f81c90941ca5606,,0,0,,,13 pts,1313021,,,,
1,22,25,1,11:12,8ae89633b6c2f342b867,,0,0,,,25 pts,1110823,,,,
2,4,88,1,32:34,9def81c91c77fda1ac3c,,0,0,,,88 pts,1110823,,,,
3,9,68,1,205,a2d7d119bf1e4d03038d,,0,0,,,68 pts,1110823,,,,
4,24,19,1,11:04,495c5c8e240ca68eacad,,0,0,,,19 pts,1110823,,,,
5,26,13,1,10:21,160ee469d68756a1e155,,0,0,,,13 pts,1110823,,,,
6,27,10,1,4:02,373a4ea046f7e0f65d42,,0,0,,,10 pts,1110823,,,,
1,17,40,1,10:23,2ad0e7c950d50a48990f,,0,0,,,40 pts,1232143,,,,
2,15,46,1,35:24,5dba552c5e599a88a3fd,,0,0,,,46 pts,1232143,,,,
3,20,31,1,194,9d1e9b136ce83ecafff4,,0,0,,,31 pts,1232143,,,,
4,28,7,1,11:08,5f16e289ff1d068e5d52,,0,0,,,7 pts,1232143,,,,
5,23,22,1,10:13,b48c1b4bcdad3e603e6e,,0,0,,,22 pts,1232143,,,,
6,9,76,1,0:07,6e66c0c872c2729edb6b,,0,0,,,76 pts,1232143,,,,
1,24,19,1,11:38,ba9024d051fb1c899992,,0,0,,,19 pts,1702671,,,,
2,14,49,1,34:57,d759b32900877164c2be,,0,0,,,49 pts,1702671,,,,
3,9,68,1,205,3622e9e1e0a4665eda94,,0,0,,,68 pts,1702671,,,,
4,28,7,1,11:08,c356ba500e167088c602,,0,0,,,7 pts,1702671,,,,
5,22,25,1,10:12,7a945eaf4e161933ff67,,0,0,,,25 pts,1702671,,,,
6,15,46,1,3:05,97fe3cebab2c3ae55bb4,,0,0,,,46 pts,1702671,,,,
1,27,10,1,12:05,014db2b789e8820e8ef8,,0,0,,,10 pts,314669,,,,
2,23,22,1,39:16,4de02c46aabbedce7034,,0,0,,,22 pts,314669,,,,
3,13,52,1,198,5b74b64f7b8525abd547,,0,0,,,52 pts,314669,,,,
4,14,49,1,8:04,5e4f75d9fec9b83b3663,,0,0,,,49 pts,314669,,,,
5,14,49,1,9:27,95dfb6dc01ce5df4768e,,0,0,,,49 pts,314669,,,,
6,22,25,1,3:36,05dd56fed4e0756992bc,,0,0,,,25 pts,314669,,,,
1,28,7,1,12:16,840306238088ed39cfb3,,0,0,,,7 pts,1342053,,,,
2,19,34,1,36:28,f4caa4907ebcdf0256d7,,0,0,,,34 pts,1342053,,,,
3,23,22,1,191,70a7f1c89a343d281a2d,,0,0,,,22 pts,1342053,,,,
4,10,64,1,6:12,634727af219715a58447,,0,0,,,64 pts,1342053,,,,
5,27,10,1,10:23,2b4aa4bdfee8715eaf8a,,0,0,,,10 pts,1342053,,,,
6,17,40,1,3:08,2e63825f3f336bc519f2,,0,0,,,40 pts,1342053,,,,
1,23,22,1,11:28,aa89c20f76408d9da316,,0,0,,,22 pts,632197,,,,
2,24,19,1,40:01,7162f622a45996140618,,0,0,,,19 pts,632197,,,,
3,27,10,1,187,660dac3b3bbc74c44aad,,0,0,,,10 pts,632197,,,,
4,13,52,1,8:01,92ee3effb7e004e75f6a,,0,0,,,52 pts,632197,,,,
5,20,31,1,10:08,a5d3f2f793d58acc6228,,0,0,,,31 pts,632197,,,,
6,21,28,1,3:31,e1ae793ab8800a07a580,,0,0,,,28 pts,632197,,,,
1,21,28,1,11:10,6afe9ebb09a646fe7417,,0,0,,,28 pts,2079146,,,,
2,26,13,1,40:03,ff6e1dd1a484a9b037a8,,0,0,,,13 pts,2079146,,,,
3,29,4,1,165,d146ec9b556bf4042d5b,,0,0,,,4 pts,2079146,,,,
4,18,37,1,8:56,93dcc49dc7b2e4502717,,0,0,,,37 pts,2079146,,,,
5,24,19,1,10:15,1722b6c24418cd2b2eb8,,0,0,,,19 pts,2079146,,,,
6,20,31,1,3:23,c0c35716969b72dfda9f,,0,0,,,31 pts,2079146,,,,
1,29,4,1,12:27,80d3dc59cca6556adacf,,0,0,,,4 pts,1065005,,,,
2,13,52,1,34:48,98a979252ff902892cb3,,0,0,,,52 pts,1065005,,,,
3,26,13,1,189,eb305005e65df4d7aece,,0,0,,,13 pts,1065005,,,,
4,21,28,1,11:02,d3f0586a3dc0d23c73d6,,0,0,,,28 pts,1065005,,,,
5,28,7,1,10:50,169bfaa5ad57c3994fc8,,0,0,,,7 pts,1065005,,,,
6,27,10,1,4:02,e14be702ea347d9dd7ec,,0,0,,,10 pts,1065005,,,,
1,30,0,,WD,57d84fb5354f28125e63,,0,0,,,,718041,,,,
2,30,0,,WD,391767c849b812d97e9b,,0,0,,,,718041,,,,
3,30,0,,WD,51eff0123b9f029f0130,,0,0,,,,718041,,,,
4,30,0,,WD,6a3022ccec53e1d2b221,,0,0,,,,718041,,,,
5,30,0,,WD,6229acc4b10e8ec1949f,,0,0,,,,718041,,,,
6,30,0,,WD,b5f2345e71070b09aa69,,0,0,,,,718041,,,,
1,14,230042,1,23 reps,b787a48f0b6013771e83,"23 reps, 49 pts",0,0,,,49 pts,20698,David Charbonneau,23758,CrossFit Pallas,49
2,2,410087,1,41 reps,2c000016b1a1e62901fc,"41 reps, 96 pts",0,0,,,96 pts,20698,David Charbonneau,23758,CrossFit Pallas,96
3,2,1100386,1,13:34,85c549de94d3a5c54cf2,"13:34, 96 pts",0,0,,,96 pts,20698,David Charbonneau,23758,CrossFit Pallas,96
4,1,4500276,1,15:24,98aacabec5a859bde5db,"15:24, 100 pts",0,0,,,100 pts,20698,David Charbonneau,23758,CrossFit Pallas,100
1,4,300045,1,30 reps,8b0463b93a833e0a1278,"30 reps, 88 pts",0,0,,,88 pts,173837,Emilia Leppänen,39517,CrossFit Herttoniemi,88
2,4,360081,1,36 reps,abc88ee5a5535b976e66,"36 reps, 88 pts",0,0,,,88 pts,173837,Emilia Leppänen,39517,CrossFit Herttoniemi,88
3,8,1100335,1,14:25,0d0d7b0e43b44741a1ac,"14:25, 72 pts",0,0,,,72 pts,173837,Emilia Leppänen,39517,CrossFit Herttoniemi,72
4,5,4500199,1,16:41,cf985b53e6c434d1c74d,"16:41, 84 pts",0,0,,,84 pts,173837,Emilia Leppänen,39517,CrossFit Herttoniemi,84
1,5,300041,1,30 reps,6dbf92adb6f89667cfc4,"30 reps, 84 pts",0,0,,,84 pts,45136,Kyle Ruth,26707,CrossFit Perimeter,84
2,13,300079,1,30 reps,5390aa9b42f71361de0f,"30 reps, 52 pts",0,0,,,52 pts,45136,Kyle Ruth,26707,CrossFit Perimeter,52
3,1,1100387,1,13:33,b7af0e7a64e76a26a3de,"13:33, 100 pts",0,0,,,100 pts,45136,David Flynn,14332,CrossFit Perimeter,100
4,4,4500221,1,16:19,a1a031d02149c5af256d,"16:19, 88 pts",0,0,,,88 pts,45136,Kyle Ruth,26707,CrossFit Perimeter,88
1,11,270036,1,27 reps,100b366fac0d60bc262b,"27 reps, 60 pts",0,0,,,60 pts,843041,John Donovan,1388038,CrossFit Minnetonka,60
2,6,340088,1,34 reps,c565d2835927c694b220,"34 reps, 80 pts",0,0,,,80 pts,843041,John Donovan,1388038,CrossFit Minnetonka,80
3,6,1100361,1,13:59,3ecac881fcedbad25bfd,"13:59, 80 pts",0,0,,,80 pts,843041,John Donovan,1388038,CrossFit Minnetonka,80
4,7,4500169,1,17:11,3645f1536d28f5b885b7,"17:11, 76 pts",0,0,,,76 pts,843041,John Donovan,1388038,CrossFit Minnetonka,76
1,3,320048,1,32 reps,8dfddb3bddf63d2c82e4,"32 reps, 92 pts",0,0,,,92 pts,663689,Julia Seroskie,676111,CrossFit Mayhem Barn,92
2,17,300070,1,30 reps,30b7e4d77ee3717ead9b,"30 reps, 40 pts",0,0,,,40 pts,663689,Edward Blanch,405387,CrossFit Mayhem Barn,40
3,7,1100345,1,14:15,0ec5d95e15c363094641,"14:15, 76 pts",0,0,,,76 pts,663689,Julia Seroskie,676111,CrossFit Mayhem Barn,76
4,6,4500172,1,17:08,6a78f9cc2a60401600a0,"17:08, 80 pts",0,0,,,80 pts,663689,Edward Blanch,405387,CrossFit Mayhem Barn,80
1,18,210026,1,21 reps,55174243430f0370ec7d,"21 reps, 37 pts",0,0,,,37 pts,323300,Erica Chapman,26424,CrossFit i1uvit,37
2,12,310086,1,31 reps,8cf57b22a72549492bde,"31 reps, 56 pts",0,0,,,56 pts,323300,Kaylee Lovelady,63675,CrossFit i1uvit,56
3,2,1100386,1,13:34,601392189c9a1f652473,"13:34, 96 pts",0,0,,,96 pts,323300,Matthew Lovelady,53882,CrossFit i1uvit,96
4,3,4500246,1,15:54,2838f6d79f675cf047ce,"15:54, 92 pts",0,0,,,92 pts,323300,Kaylee Lovelady,63675,CrossFit i1uvit,92
1,23,160037,1,16 reps,b1c667727a0289676735,"16 reps, 22 pts",0,0,,,22 pts,900251,Domenic Tercero D'Agostino,352566,CrossFit Naples,22
2,3,360092,1,36 reps,dfb9c6622769382aff72,"36 reps, 92 pts",0,0,,,92 pts,900251,Domenic Tercero D'Agostino,352566,CrossFit Naples,92
3,9,1100320,1,14:40,2b53cc5d782c395e79c6,"14:40, 68 pts",0,0,,,68 pts,900251,Domenic Tercero D'Agostino,352566,CrossFit Naples,68
4,2,4500248,1,15:52,dd9d49accc11b12a2dce,"15:52, 96 pts",0,0,,,96 pts,900251,Domenic Tercero D'Agostino,352566,CrossFit Naples,96
1,6,300028,1,30 reps,2e1efda3284ec7cf76c6,"30 reps, 80 pts",0,0,,,80 pts,202638,William Kearney,307696,CrossFit Torian,80
2,1,420086,1,42 reps,d8b78bd3e32f11615b42,"42 reps, 100 pts",0,0,,,100 pts,202638,William Kearney,307696,CrossFit Torian,100
3,12,1100289,1,15:11,7fb76ee29cbb0d884bec,"15:11, 56 pts",0,0,,,56 pts,202638,William Kearney,307696,CrossFit Torian,56
4,18,4500042,1,19:18,eebc1ef6441c0405ec52,"19:18, 37 pts",0,0,,,37 pts,202638,William Kearney,307696,CrossFit Torian,37
1,13,230059,1,23 reps,92178f00e8b9f932aeb1,"23 reps, 52 pts",0,0,,,52 pts,822789,Samantha Nicole Morrison,2108876,,52
2,9,340073,1,34 reps,80cc72690277b714979f,"34 reps, 68 pts",0,0,,,68 pts,822789,Samantha Nicole Morrison,2108876,,68
3,13,1100283,1,15:17,fb823f1083600e6ee99e,"15:17, 52 pts",0,0,,,52 pts,822789,Samantha Nicole Morrison,2108876,,52
4,8,4500163,1,17:17,0b1afe55fe6e6ff27b54,"17:17, 72 pts",0,0,,,72 pts,822789,Samantha Nicole Morrison,2108876,,72
1,16,220035,1,22 reps,294a16729c7460a970d2,"22 reps, 43 pts",0,0,,,43 pts,111592,Adam Rogers,5168,TTT CrossFit,43
2,8,340078,1,34 reps,914622bcb8345646c1f9,"34 reps, 72 pts",0,0,,,72 pts,111592,Adam Rogers,5168,TTT CrossFit,72
3,10,1100296,1,15:04,1c717e82174e32cb24fb,"15:04, 64 pts",0,0,,,64 pts,111592,Adam Rogers,5168,TTT CrossFit,64
4,10,4500130,1,17:50,24be0faafa823ae15bd9,"17:50, 64 pts",0,0,,,64 pts,111592,Danielle Derby,431321,TTT CrossFit,64
1,22,180038,1,18 reps,6ccea53c2d64cf817658,"18 reps, 25 pts",0,0,,,25 pts,410262,Jean,1090209,,25
2,10,320084,1,32 reps,51b949b40b70e5e31e47,"32 reps, 64 pts",0,0,,,64 pts,410262,Jean,1090209,,64
3,4,1100371,1,13:49,4171a59f1917a9775bb6,"13:49, 88 pts",0,0,,,88 pts,410262,Jean,1090209,,88
4,11,4500129,1,17:51,29f64a450ce74ef2529a,"17:51, 60 pts",0,0,,,60 pts,410262,Jean,1090209,,60
1,1,340058,1,34 reps,8afc3ff19b14be689153,"34 reps, 100 pts",0,0,,,100 pts,681073,David Stamm,501240,CrossFit Dwala,100
2,22,250074,1,25 reps,4a629c560a8df65867af,"25 reps, 25 pts",0,0,,,25 pts,681073,Jake Francis,102356,CrossFit Dwala,25
3,11,1100290,1,15:10,adb1527e7214ba864a91,"15:10, 60 pts",0,0,,,60 pts,681073,Jake Francis,102356,CrossFit Dwala,60
4,16,4500090,1,18:30,b63059b7c9850e415460,"18:30, 43 pts",0,0,,,43 pts,681073,Jake Francis,102356,CrossFit Dwala,43
1,2,330053,1,33 reps,846b6f45955087d2618e,"33 reps, 96 pts",0,0,,,96 pts,479759,Linda Fowler,717509,CrossFit Selwyn,96
2,20,280080,1,28 reps,9c4b0ace0556e9d4b0fb,"28 reps, 31 pts",0,0,,,31 pts,479759,Linda Fowler,717509,CrossFit Selwyn,31
3,15,1100273,1,15:27,bd5da62a76976577cb35,"15:27, 46 pts",0,0,,,46 pts,479759,Linda Fowler,717509,CrossFit Selwyn,46
4,15,4500104,1,18:16,e92b9b088682992778e5,"18:16, 46 pts",0,0,,,46 pts,479759,Linda Fowler,717509,CrossFit Selwyn,46
1,17,210031,1,21 reps,8f89bf9c72187b1a254c,"21 reps, 40 pts",0,0,,,40 pts,251447,Hunter Wood,22940,CrossFit MF,40
2,19,290076,1,29 reps,96510fc412373dc80566,"29 reps, 34 pts",0,0,,,34 pts,251447,Hunter Wood,22940,CrossFit MF,34
3,5,1100363,1,13:57,cd2dc377ea6abb296aa5,"13:57, 84 pts",0,0,,,84 pts,251447,Hunter Wood,22940,CrossFit MF,84
4,12,4500121,1,17:59,de911a7c9aa6a88ae726,"17:59, 56 pts",0,0,,,56 pts,251447,Hunter Wood,22940,CrossFit MF,56
1,7,290041,1,29 reps,72ca99335119289d0df2,"29 reps, 76 pts",0,0,,,76 pts,1076087,Michael Mcgoldrick,30018,TTT CrossFit,76
2,18,290077,1,29 reps,c9cfbab567ecd7ecf449,"29 reps, 37 pts",0,0,,,37 pts,1076087,Michael Mcgoldrick,30018,TTT CrossFit,37
3,16,1100263,1,15:37,fa6366c9464fb758172d,"15:37, 43 pts",0,0,,,43 pts,1076087,Michael Mcgoldrick,30018,TTT CrossFit,43
4,14,4500111,1,18:09,d431f126ae1b5efbe2cc,"18:09, 49 pts",0,0,,,49 pts,1076087,Michael Mcgoldrick,30018,TTT CrossFit,49
1,9,280049,1,28 reps,826deadc77b949370eed,"28 reps, 68 pts",0,0,,,68 pts,313457,Luke Cuneo,1172115,CrossFit Noble Defender,68
2,14,300074,1,30 reps,14daf1784b0ef61640ae,"30 reps, 49 pts",0,0,,,49 pts,313457,Luke Cuneo,1172115,CrossFit Noble Defender,49
3,18,1100224,1,16:16,a7cedeac6c86a05d80d8,"16:16, 37 pts",0,0,,,37 pts,313457,Luke Cuneo,1172115,CrossFit Noble Defender,37
4,20,4500031,1,19:29,cfaea6900fe768c130be,"19:29, 31 pts",0,0,,,31 pts,313457,Katie Sharritt,338688,CrossFit Noble Defender,31
1,21,180052,1,18 reps,f44140c81e58dadb58a1,"18 reps, 28 pts",0,0,,,28 pts,888668,Anja Pantovic,1202510,CrossFit NS,28
2,10,320084,1,32 reps,d2b50a8a0f678b4b0aa8,"32 reps, 64 pts",0,0,,,64 pts,888668,Anja Pantovic,1202510,CrossFit NS,64
3,17,1100227,1,16:13,166b5ce1f740272314e4,"16:13, 40 pts",0,0,,,40 pts,888668,Anja Pantovic,1202510,CrossFit NS,40
4,13,4500117,1,18:03,0b904a588d0e68ec0d15,"18:03, 52 pts",0,0,,,52 pts,888668,Anja Pantovic,1202510,CrossFit NS,52
1,26,150000,1,15 reps,8b4b6d8ae69b0d9a7a2d,"15 reps, 13 pts",0,0,,,13 pts,672425,Nikita Malyshev,420367,Red Tower CrossFit,13
2,7,340082,1,34 reps,a355877bad6ebc303761,"34 reps, 76 pts",0,0,,,76 pts,672425,Nikita Malyshev,420367,Red Tower CrossFit,76
3,14,1100279,1,15:21,535fea6216dc0b61be9d,"15:21, 49 pts",0,0,,,49 pts,672425,Nikita Malyshev,420367,Red Tower CrossFit,49
4,19,4500039,1,19:21,eadbe4c5f8c248ee5034,"19:21, 34 pts",0,0,,,34 pts,672425,Nikita Malyshev,420367,Red Tower CrossFit,34
1,10,270040,1,27 reps,9e3f5a91743713e9de3f,"27 reps, 64 pts",0,0,,,64 pts,1657300,Mikel Gabarren,49079,CrossFit Zarautz,64
2,26,250055,1,25 reps,1b90e6697f77ea088e68,"25 reps, 13 pts",0,0,,,13 pts,1657300,Mikel Gabarren,49079,CrossFit Zarautz,13
3,19,1100208,1,16:32,1550c89f5e7dcd29540c,"16:32, 34 pts",0,0,,,34 pts,1657300,Mikel Gabarren,49079,CrossFit Zarautz,34
4,17,4500086,1,18:34,925a552fd1f312d47324,"18:34, 40 pts",0,0,,,40 pts,1657300,Mikel Gabarren,49079,CrossFit Zarautz,40
1,27,60061,1,6 reps,9a2be2c5855edc8ede1b,"6 reps, 10 pts",0,0,,,10 pts,740370,Chantelle McNamara,1645799,CrossFit 360Vida,10
2,16,300072,1,30 reps,40b1efa066a27a10bef9,"30 reps, 43 pts",0,0,,,43 pts,740370,Chantelle McNamara,1645799,CrossFit 360Vida,43
3,23,1060000,1,106 reps,0097be9cd9bb56531dd0,"106 reps, 22 pts",0,0,,,22 pts,740370,Chantelle McNamara,1645799,CrossFit 360Vida,22
4,9,4500147,1,17:33,38e7f5f9d5a32d6b0241,"17:33, 68 pts",0,0,,,68 pts,740370,Chantelle McNamara,1645799,CrossFit 360Vida,68
1,12,240042,1,24 reps,80127f6a8def2907963a,"24 reps, 56 pts",0,0,,,56 pts,517691,Gretchen Key,730847,Paradiso CrossFit,56
2,21,280064,1,28 reps,e91a3c6e84a25248b239,"28 reps, 28 pts",0,0,,,28 pts,517691,Gretchen Key,730847,Paradiso CrossFit,28
3,20,1100157,1,17:23,c1bb213115cf63a6d032,"17:23, 31 pts",0,0,,,31 pts,517691,Gretchen Key,730847,Paradiso CrossFit,31
4,23,4180000,1,418 reps,cd298039224de02de20b,"418 reps, 22 pts",0,0,,,22 pts,517691,Gretchen Key,730847,Paradiso CrossFit,22
1,8,280051,1,28 reps,d0cf48b5f73206bbb118,"28 reps, 72 pts",0,0,,,72 pts,258151,Georgia Pryer,1212379,Snake CrossFit,72
2,25,250062,1,25 reps,5353142f1a6d268e210f,"25 reps, 16 pts",0,0,,,16 pts,258151,Georgia Pryer,1212379,Snake CrossFit,16
3,21,1100113,1,18:07,6b7f2ba55829c4857099,"18:07, 28 pts",0,0,,,28 pts,258151,Georgia Pryer,1212379,Snake CrossFit,28
4,24,3750000,1,375 reps,2d047bb49208c87b673a,"375 reps, 19 pts",0,0,,,19 pts,258151,Georgia Pryer,1212379,Snake CrossFit,19
1,19,200026,1,20 reps,84871d35d519e3213f3c,"20 reps, 34 pts",0,0,,,34 pts,707413,Kiefer Lammi,2078604,Rhino CrossFit,34
2,5,350086,1,35 reps,ab7b47ec1adaa007376a,"35 reps, 84 pts",0,0,,,84 pts,707413,Kiefer Lammi,2078604,Rhino CrossFit,84
3,24,-1,,,,", 0 pts",0,0,,,0 pts,707413,,,,0
4,25,-1,,,,", 0 pts",0,0,,,0 pts,707413,,,,0
1,24,150036,1,15 reps,ad6ec6ba44f1f3a3c2a3,"15 reps, 19 pts",0,0,,,19 pts,23655,Jacob Hendry,1694560,CrossFit Alioth,19
2,23,250071,1,25 reps,516bc6835465efebfc5b,"25 reps, 22 pts",0,0,,,22 pts,23655,Jacob Hendry,1694560,CrossFit Alioth,22
3,22,1100030,1,19:30,4ab8493444e5725dca1f,"19:30, 25 pts",0,0,,,25 pts,23655,Jacob Hendry,1694560,CrossFit Alioth,25
4,22,4220000,1,422 reps,4f69f02a0b11e3c819fe,"422 reps, 25 pts",0,0,,,25 pts,23655,Mike Bourne,1249700,CrossFit Alioth,25
1,15,230026,1,23 reps,afdc7be8f23a4ba1d6bf,"23 reps, 46 pts",0,0,,,46 pts,831559,Nikita Malyshev,420367,Red Tower CrossFit,46
2,27,220064,1,22 reps,2e832619552e9f2b6e83,"22 reps, 10 pts",0,0,,,10 pts,831559,Nikita Malyshev,420367,Red Tower CrossFit,10
3,24,-1,,,,", 0 pts",0,0,,,0 pts,831559,,,,0
4,21,4310000,1,431 reps,bc3ce88be89418dbc1bb,"431 reps, 28 pts",0,0,,,28 pts,831559,Nikita Malyshev,420367,Red Tower CrossFit,28
1,20,180059,1,18 reps,d2516e7f5ca7c71f3180,"18 reps, 31 pts",0,0,,,31 pts,478414,Sofia Richelme,2235783,,31
2,15,300073,1,30 reps,9dd69e62991a64f8c0da,"30 reps, 46 pts",0,0,,,46 pts,478414,Sofia Richelme,2235783,,46
3,24,-1,,,,", 0 pts",0,0,,,0 pts,478414,,,,0
4,25,-1,,,,", 0 pts",0,0,,,0 pts,478414,,,,0
1,25,150012,1,15 reps,fb0b828554b2f53d034f,"15 reps, 16 pts",0,0,,,16 pts,1515387,DuToit Botha,1130312,,16
2,24,250065,1,25 reps,89f19f89dac4b8cbc674,"25 reps, 19 pts",0,0,,,19 pts,1515387,DuToit Botha,1130312,,19
3,24,-1,,,,", 0 pts",0,0,,,0 pts,1515387,,,,0
4,25,-1,,,,", 0 pts",0,0,,,0 pts,1515387,,,,0
1,1,290044,1,29 reps,db35019aacccba6e11d6,"29 reps, 100 pts",0,0,,,100 pts,132258,Matthew Ruiz,870394,,100
2,6,300095,1,30 reps,61617636785cc4c314ce,"30 reps, 80 pts",0,0,,,80 pts,132258,Matthew Ruiz,870394,,80
3,1,1100429,1,12:51,20dd11a0374a6983837b,"12:51, 100 pts",0,0,,,100 pts,132258,Matthew Ruiz,870394,,100
4,1,4500137,1,17:43,3c9b7f0b1857525fb5b0,"17:43, 100 pts",0,0,,,100 pts,132258,Matthew Ruiz,870394,,100
1,7,240034,1,24 reps,adbabdc76bf342b3b184,"24 reps, 76 pts",0,0,,,76 pts,762495,Javier Peris Inigo,924778,CrossFit 4 Friends,76
